filename,relative_path,vendor,control_id,canonical_field,state,sha256,split,file_key,control_group_key,split_unit,split_path
CTRL-004_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-004_FAIL.cfg,cisco_ios,CTRL-004,management.https.enabled,FAIL,85a6dd80a1e487a2b4c51685d18fffb30817f6ab506ed59f26ffbc66817bac16,train,cisco_ios::CTRL-004_FAIL.cfg,cisco_ios::CTRL-004,CTRL-004,train/cisco_ios__CTRL-004_FAIL.cfg
CTRL-004_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-004_MISSING.cfg,cisco_ios,CTRL-004,management.https.enabled,MISSING,ae0d3ad6723dcd01306939aadeb0e497d887bcac66ba77417115d53e10298708,train,cisco_ios::CTRL-004_MISSING.cfg,cisco_ios::CTRL-004,CTRL-004,train/cisco_ios__CTRL-004_MISSING.cfg
CTRL-005_PASS.cfg,configs/synthetic/cisco_ios/CTRL-005_PASS.cfg,cisco_ios,CTRL-005,management.session.idle_timeout_minutes,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-005_PASS.cfg,cisco_ios::CTRL-005,PASS-pinned,train/cisco_ios__CTRL-005_PASS.cfg
CTRL-005_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-005_FAIL.cfg,cisco_ios,CTRL-005,management.session.idle_timeout_minutes,FAIL,f8421b497e29187d5c7c429552d9acbfaa2a19e068953b85189d9d30fe03bc7d,train,cisco_ios::CTRL-005_FAIL.cfg,cisco_ios::CTRL-005,CTRL-005,train/cisco_ios__CTRL-005_FAIL.cfg
CTRL-005_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-005_MISSING.cfg,cisco_ios,CTRL-005,management.session.idle_timeout_minutes,MISSING,294346d693f01876a4c611f100f7e334be3e0dc51f4d5db50abfbbdf16cd5b82,train,cisco_ios::CTRL-005_MISSING.cfg,cisco_ios::CTRL-005,CTRL-005,train/cisco_ios__CTRL-005_MISSING.cfg
CTRL-006_PASS.cfg,configs/synthetic/cisco_ios/CTRL-006_PASS.cfg,cisco_ios,CTRL-006,management.aaa.enabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-006_PASS.cfg,cisco_ios::CTRL-006,PASS-pinned,train/cisco_ios__CTRL-006_PASS.cfg
CTRL-006_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-006_MISSING.cfg,cisco_ios,CTRL-006,management.aaa.enabled,MISSING,b00296dce4a8b47986c9548919bb5536d38d27530441b1ec2de071320d494353,train,cisco_ios::CTRL-006_MISSING.cfg,cisco_ios::CTRL-006,CTRL-006,train/cisco_ios__CTRL-006_MISSING.cfg
CTRL-007_PASS.cfg,configs/synthetic/cisco_ios/CTRL-007_PASS.cfg,cisco_ios,CTRL-007,management.password.strong_policy_enabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-007_PASS.cfg,cisco_ios::CTRL-007,PASS-pinned,train/cisco_ios__CTRL-007_PASS.cfg
CTRL-007_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-007_MISSING.cfg,cisco_ios,CTRL-007,management.password.strong_policy_enabled,MISSING,88f902da11f67e882edc7b4944e676cab24ab60c1bb2b87b5a916b005f0132c2,train,cisco_ios::CTRL-007_MISSING.cfg,cisco_ios::CTRL-007,CTRL-007,train/cisco_ios__CTRL-007_MISSING.cfg
CTRL-008_PASS.cfg,configs/synthetic/cisco_ios/CTRL-008_PASS.cfg,cisco_ios,CTRL-008,management.login.max_failed_attempts,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-008_PASS.cfg,cisco_ios::CTRL-008,PASS-pinned,train/cisco_ios__CTRL-008_PASS.cfg
CTRL-008_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-008_FAIL.cfg,cisco_ios,CTRL-008,management.login.max_failed_attempts,FAIL,8f533dd86434fc60127d866e61aee1d70d7b492ad027c4a7ab8b1056c4dda85a,train,cisco_ios::CTRL-008_FAIL.cfg,cisco_ios::CTRL-008,CTRL-008,train/cisco_ios__CTRL-008_FAIL.cfg
CTRL-008_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-008_MISSING.cfg,cisco_ios,CTRL-008,management.login.max_failed_attempts,MISSING,5a7045e0ec9dfc03a317b7188bbdead039297b4b0a15476d9e40dab0fb0d134b,train,cisco_ios::CTRL-008_MISSING.cfg,cisco_ios::CTRL-008,CTRL-008,train/cisco_ios__CTRL-008_MISSING.cfg
CTRL-009_PASS.cfg,configs/synthetic/cisco_ios/CTRL-009_PASS.cfg,cisco_ios,CTRL-009,management.logging.enabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-009_PASS.cfg,cisco_ios::CTRL-009,PASS-pinned,train/cisco_ios__CTRL-009_PASS.cfg
CTRL-009_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-009_FAIL.cfg,cisco_ios,CTRL-009,management.logging.enabled,FAIL,ea38540cfbd860cf49312697a95c3807459355cdb8b849e2977873a011255edc,validation,cisco_ios::CTRL-009_FAIL.cfg,cisco_ios::CTRL-009,CTRL-009,validation/cisco_ios__CTRL-009_FAIL.cfg
CTRL-009_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-009_MISSING.cfg,cisco_ios,CTRL-009,management.logging.enabled,MISSING,71f6506f6622825a0129a3fadc19c226701f8132e6500d1b46dc0c1a8711e45d,validation,cisco_ios::CTRL-009_MISSING.cfg,cisco_ios::CTRL-009,CTRL-009,validation/cisco_ios__CTRL-009_MISSING.cfg
CTRL-010_PASS.cfg,configs/synthetic/cisco_ios/CTRL-010_PASS.cfg,cisco_ios,CTRL-010,management.logging.remote_syslog_configured,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-010_PASS.cfg,cisco_ios::CTRL-010,PASS-pinned,train/cisco_ios__CTRL-010_PASS.cfg
CTRL-010_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-010_MISSING.cfg,cisco_ios,CTRL-010,management.logging.remote_syslog_configured,MISSING,bad5d126a0401dc5588fa9c43efea0bf4c8fea48ae3a6e0ca131de109bda464d,validation,cisco_ios::CTRL-010_MISSING.cfg,cisco_ios::CTRL-010,CTRL-010,validation/cisco_ios__CTRL-010_MISSING.cfg
CTRL-011_PASS.cfg,configs/synthetic/cisco_ios/CTRL-011_PASS.cfg,cisco_ios,CTRL-011,management.ntp.configured,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-011_PASS.cfg,cisco_ios::CTRL-011,PASS-pinned,train/cisco_ios__CTRL-011_PASS.cfg
CTRL-011_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-011_MISSING.cfg,cisco_ios,CTRL-011,management.ntp.configured,MISSING,c041ebc53506fe821f820b9ed9d478c7dbf811662312c8a1f5ae230d58bf150d,test,cisco_ios::CTRL-011_MISSING.cfg,cisco_ios::CTRL-011,CTRL-011,test/cisco_ios__CTRL-011_MISSING.cfg
CTRL-012_PASS.cfg,configs/synthetic/cisco_ios/CTRL-012_PASS.cfg,cisco_ios,CTRL-012,management.ntp.authentication_enabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-012_PASS.cfg,cisco_ios::CTRL-012,PASS-pinned,train/cisco_ios__CTRL-012_PASS.cfg
CTRL-012_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-012_FAIL.cfg,cisco_ios,CTRL-012,management.ntp.authentication_enabled,FAIL,6ee65ba49925003a1724e0254a2fb87aa7b7ebd523a1edafdd23667afd17c18e,train,cisco_ios::CTRL-012_FAIL.cfg,cisco_ios::CTRL-012,CTRL-012,train/cisco_ios__CTRL-012_FAIL.cfg
CTRL-012_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-012_MISSING.cfg,cisco_ios,CTRL-012,management.ntp.authentication_enabled,MISSING,3bc09707b2558588fb94ca2796a4aeb11ba57a03b9e37a7662605198ad3a282c,train,cisco_ios::CTRL-012_MISSING.cfg,cisco_ios::CTRL-012,CTRL-012,train/cisco_ios__CTRL-012_MISSING.cfg
CTRL-013_PASS.cfg,configs/synthetic/cisco_ios/CTRL-013_PASS.cfg,cisco_ios,CTRL-013,management.snmp.secure_configuration,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-013_PASS.cfg,cisco_ios::CTRL-013,PASS-pinned,train/cisco_ios__CTRL-013_PASS.cfg
CTRL-013_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-013_FAIL.cfg,cisco_ios,CTRL-013,management.snmp.secure_configuration,FAIL,c84f230e42b7e8d993174ac1407ed91ced080d18d8bf8153c3f691631a70c8b9,test,cisco_ios::CTRL-013_FAIL.cfg,cisco_ios::CTRL-013,CTRL-013,test/cisco_ios__CTRL-013_FAIL.cfg
CTRL-013_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-013_MISSING.cfg,cisco_ios,CTRL-013,management.snmp.secure_configuration,MISSING,b10370a74832e4820a0b1389ec71c8ca30d80e338c29d245e1ab5c6e8355826c,test,cisco_ios::CTRL-013_MISSING.cfg,cisco_ios::CTRL-013,CTRL-013,test/cisco_ios__CTRL-013_MISSING.cfg
CTRL-014_PASS.cfg,configs/synthetic/cisco_ios/CTRL-014_PASS.cfg,cisco_ios,CTRL-014,interfaces.unused_ports_disabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-014_PASS.cfg,cisco_ios::CTRL-014,PASS-pinned,train/cisco_ios__CTRL-014_PASS.cfg
CTRL-014_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-014_FAIL.cfg,cisco_ios,CTRL-014,interfaces.unused_ports_disabled,FAIL,8eed59cea3f8b6b0246ef88b4b5ef647f486e307d7d913882a65e59318472e12,train,cisco_ios::CTRL-014_FAIL.cfg,cisco_ios::CTRL-014,CTRL-014,train/cisco_ios__CTRL-014_FAIL.cfg
CTRL-014_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-014_MISSING.cfg,cisco_ios,CTRL-014,interfaces.unused_ports_disabled,MISSING,34a6428cf4000da318e906fe15fc69a72898a62958b2d6b3dd6fccab9d6220d3,train,cisco_ios::CTRL-014_MISSING.cfg,cisco_ios::CTRL-014,CTRL-014,train/cisco_ios__CTRL-014_MISSING.cfg
CTRL-015_PASS.cfg,configs/synthetic/cisco_ios/CTRL-015_PASS.cfg,cisco_ios,CTRL-015,management.acl.configured,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-015_PASS.cfg,cisco_ios::CTRL-015,PASS-pinned,train/cisco_ios__CTRL-015_PASS.cfg
CTRL-015_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-015_MISSING.cfg,cisco_ios,CTRL-015,management.acl.configured,MISSING,835b0ed63c798c4990550de871456dac694f68e945bc8af44a94838a8a1b12ea,train,cisco_ios::CTRL-015_MISSING.cfg,cisco_ios::CTRL-015,CTRL-015+CTRL-017,train/cisco_ios__CTRL-015_MISSING.cfg
CTRL-016_PASS.cfg,configs/synthetic/cisco_ios/CTRL-016_PASS.cfg,cisco_ios,CTRL-016,routing.protocol_authentication_enabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-016_PASS.cfg,cisco_ios::CTRL-016,PASS-pinned,train/cisco_ios__CTRL-016_PASS.cfg
CTRL-016_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-016_MISSING.cfg,cisco_ios,CTRL-016,routing.protocol_authentication_enabled,MISSING,1056158685c768d6ee161e79450745f7810d6fa94b483bf75f25710fc2d7aafb,train,cisco_ios::CTRL-016_MISSING.cfg,cisco_ios::CTRL-016,CTRL-016,train/cisco_ios__CTRL-016_MISSING.cfg
CTRL-017_PASS.cfg,configs/synthetic/cisco_ios/CTRL-017_PASS.cfg,cisco_ios,CTRL-017,management.admin_access.restricted,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-017_PASS.cfg,cisco_ios::CTRL-017,PASS-pinned,train/cisco_ios__CTRL-017_PASS.cfg
CTRL-017_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-017_MISSING.cfg,cisco_ios,CTRL-017,management.admin_access.restricted,MISSING,835b0ed63c798c4990550de871456dac694f68e945bc8af44a94838a8a1b12ea,train,cisco_ios::CTRL-017_MISSING.cfg,cisco_ios::CTRL-017,CTRL-015+CTRL-017,train/cisco_ios__CTRL-017_MISSING.cfg
CTRL-018_PASS.cfg,configs/synthetic/cisco_ios/CTRL-018_PASS.cfg,cisco_ios,CTRL-018,management.banner.configured,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-018_PASS.cfg,cisco_ios::CTRL-018,PASS-pinned,train/cisco_ios__CTRL-018_PASS.cfg
CTRL-018_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-018_MISSING.cfg,cisco_ios,CTRL-018,management.banner.configured,MISSING,f14c17595f4c30bfe1d0e24265a5cdaa21f4a9129046116842066579408efc39,train,cisco_ios::CTRL-018_MISSING.cfg,cisco_ios::CTRL-018,CTRL-018,train/cisco_ios__CTRL-018_MISSING.cfg
CTRL-019_PASS.cfg,configs/synthetic/cisco_ios/CTRL-019_PASS.cfg,cisco_ios,CTRL-019,management.crypto.weak_algorithms_disabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-019_PASS.cfg,cisco_ios::CTRL-019,PASS-pinned,train/cisco_ios__CTRL-019_PASS.cfg
CTRL-019_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-019_FAIL.cfg,cisco_ios,CTRL-019,management.crypto.weak_algorithms_disabled,FAIL,b111f9c019ee1f0ffec69225381a14a3e5f6a162f26c513fb595e5a1f8f8f3ed,train,cisco_ios::CTRL-019_FAIL.cfg,cisco_ios::CTRL-019,CTRL-019,train/cisco_ios__CTRL-019_FAIL.cfg
CTRL-019_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-019_MISSING.cfg,cisco_ios,CTRL-019,management.crypto.weak_algorithms_disabled,MISSING,36afee925c6b5df321759349c8927461ec0b929a5f888e79c0c852c0c254896e,train,cisco_ios::CTRL-019_MISSING.cfg,cisco_ios::CTRL-019,CTRL-019,train/cisco_ios__CTRL-019_MISSING.cfg
CTRL-020_PASS.cfg,configs/synthetic/cisco_ios/CTRL-020_PASS.cfg,cisco_ios,CTRL-020,management.protocols.insecure_disabled,PASS,afe1fac80919af481d4c60a50f2b17fa513a364e88ed193dc899400ecf752109,train,cisco_ios::CTRL-020_PASS.cfg,cisco_ios::CTRL-020,PASS-pinned,train/cisco_ios__CTRL-020_PASS.cfg
CTRL-020_FAIL.cfg,configs/synthetic/cisco_ios/CTRL-020_FAIL.cfg,cisco_ios,CTRL-020,management.protocols.insecure_disabled,FAIL,53040e2826bd7535ec7c801832e130c49d096f4d8b083830cedad18aee643a32,train,cisco_ios::CTRL-020_FAIL.cfg,cisco_ios::CTRL-020,CTRL-020,train/cisco_ios__CTRL-020_FAIL.cfg
CTRL-020_MISSING.cfg,configs/synthetic/cisco_ios/CTRL-020_MISSING.cfg,cisco_ios,CTRL-020,management.protocols.insecure_disabled,MISSING,f0d14c11db2b2c37aaa2c0be9ba408a963f30219a89109ce03712a5fbc706c63,train,cisco_ios::CTRL-020_MISSING.cfg,cisco_ios::CTRL-020,CTRL-020,train/cisco_ios__CTRL-020_MISSING.cfg
CTRL-001_PASS.cfg,configs/synthetic/fortios/CTRL-001_PASS.cfg,fortios,CTRL-001,management.ssh.version,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-001_PASS.cfg,fortios::CTRL-001,PASS-pinned,train/fortios__CTRL-001_PASS.cfg
CTRL-001_FAIL.cfg,configs/synthetic/fortios/CTRL-001_FAIL.cfg,fortios,CTRL-001,management.ssh.version,FAIL,072a944422c230c2b6fe7161b1376c9d47e832ba72b4c3a2689eeaedb5404ee9,train,fortios::CTRL-001_FAIL.cfg,fortios::CTRL-001,CTRL-001,train/fortios__CTRL-001_FAIL.cfg
CTRL-001_MISSING.cfg,configs/synthetic/fortios/CTRL-001_MISSING.cfg,fortios,CTRL-001,management.ssh.version,MISSING,389e54404865c25d6fefdc30417e95f47f5c2c8b8bbc5f96751ec811143c3367,train,fortios::CTRL-001_MISSING.cfg,fortios::CTRL-001,CTRL-001,train/fortios__CTRL-001_MISSING.cfg
CTRL-002_PASS.cfg,configs/synthetic/fortios/CTRL-002_PASS.cfg,fortios,CTRL-002,management.telnet.enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-002_PASS.cfg,fortios::CTRL-002,PASS-pinned,train/fortios__CTRL-002_PASS.cfg
CTRL-002_FAIL.cfg,configs/synthetic/fortios/CTRL-002_FAIL.cfg,fortios,CTRL-002,management.telnet.enabled,FAIL,5da51ef3156827d3aa5b4ddae868e1bbd79971d9b8f988c0bbd386c2240a2a53,train,fortios::CTRL-002_FAIL.cfg,fortios::CTRL-002,CTRL-002,train/fortios__CTRL-002_FAIL.cfg
CTRL-002_MISSING.cfg,configs/synthetic/fortios/CTRL-002_MISSING.cfg,fortios,CTRL-002,management.telnet.enabled,MISSING,7b7a0d0deff4ecfa91220cd535a128e119542c0c36622f1554f3d05e1c350eeb,train,fortios::CTRL-002_MISSING.cfg,fortios::CTRL-002,CTRL-002,train/fortios__CTRL-002_MISSING.cfg
CTRL-003_PASS.cfg,configs/synthetic/fortios/CTRL-003_PASS.cfg,fortios,CTRL-003,management.http.enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-003_PASS.cfg,fortios::CTRL-003,PASS-pinned,train/fortios__CTRL-003_PASS.cfg
CTRL-003_FAIL.cfg,configs/synthetic/fortios/CTRL-003_FAIL.cfg,fortios,CTRL-003,management.http.enabled,FAIL,35f6ae5d19a0b76ed8a3bd6538eec18b2fe4b6814f276bae45ad57370ba081b2,train,fortios::CTRL-003_FAIL.cfg,fortios::CTRL-003,CTRL-003+CTRL-004,train/fortios__CTRL-003_FAIL.cfg
CTRL-003_MISSING.cfg,configs/synthetic/fortios/CTRL-003_MISSING.cfg,fortios,CTRL-003,management.http.enabled,MISSING,a2bc68e9ccfc5376880352ffb07d4a7edebde9a3f4cc67e85bcdedcc315901da,train,fortios::CTRL-003_MISSING.cfg,fortios::CTRL-003,CTRL-003+CTRL-004,train/fortios__CTRL-003_MISSING.cfg
CTRL-004_PASS.cfg,configs/synthetic/fortios/CTRL-004_PASS.cfg,fortios,CTRL-004,management.https.enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-004_PASS.cfg,fortios::CTRL-004,PASS-pinned,train/fortios__CTRL-004_PASS.cfg
CTRL-004_FAIL.cfg,configs/synthetic/fortios/CTRL-004_FAIL.cfg,fortios,CTRL-004,management.https.enabled,FAIL,e971e2049490546873d5ffe1794bdfe221fdc53eb7e77dbcc99ec83b8f36f466,train,fortios::CTRL-004_FAIL.cfg,fortios::CTRL-004,CTRL-003+CTRL-004,train/fortios__CTRL-004_FAIL.cfg
CTRL-004_MISSING.cfg,configs/synthetic/fortios/CTRL-004_MISSING.cfg,fortios,CTRL-004,management.https.enabled,MISSING,a2bc68e9ccfc5376880352ffb07d4a7edebde9a3f4cc67e85bcdedcc315901da,train,fortios::CTRL-004_MISSING.cfg,fortios::CTRL-004,CTRL-003+CTRL-004,train/fortios__CTRL-004_MISSING.cfg
CTRL-005_PASS.cfg,configs/synthetic/fortios/CTRL-005_PASS.cfg,fortios,CTRL-005,management.session.idle_timeout_minutes,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-005_PASS.cfg,fortios::CTRL-005,PASS-pinned,train/fortios__CTRL-005_PASS.cfg
CTRL-005_FAIL.cfg,configs/synthetic/fortios/CTRL-005_FAIL.cfg,fortios,CTRL-005,management.session.idle_timeout_minutes,FAIL,baee47ce792d7b2821a7ddc6baaf248b3f3862f3ae7222cfc97cb72fd426edcb,train,fortios::CTRL-005_FAIL.cfg,fortios::CTRL-005,CTRL-005,train/fortios__CTRL-005_FAIL.cfg
CTRL-005_MISSING.cfg,configs/synthetic/fortios/CTRL-005_MISSING.cfg,fortios,CTRL-005,management.session.idle_timeout_minutes,MISSING,dad498d5288b5cf3cfeb3eba19b9ed46bc6197b684bc6b2b566ae9424256f47f,train,fortios::CTRL-005_MISSING.cfg,fortios::CTRL-005,CTRL-005,train/fortios__CTRL-005_MISSING.cfg
CTRL-006_PASS.cfg,configs/synthetic/fortios/CTRL-006_PASS.cfg,fortios,CTRL-006,management.aaa.enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-006_PASS.cfg,fortios::CTRL-006,PASS-pinned,train/fortios__CTRL-006_PASS.cfg
CTRL-006_MISSING.cfg,configs/synthetic/fortios/CTRL-006_MISSING.cfg,fortios,CTRL-006,management.aaa.enabled,MISSING,d0e9b8117b01c863bc582b52a6dd5e511e99d8fa19565c7cf885012a46f38abc,train,fortios::CTRL-006_MISSING.cfg,fortios::CTRL-006,CTRL-006,train/fortios__CTRL-006_MISSING.cfg
CTRL-007_PASS.cfg,configs/synthetic/fortios/CTRL-007_PASS.cfg,fortios,CTRL-007,management.password.strong_policy_enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-007_PASS.cfg,fortios::CTRL-007,PASS-pinned,train/fortios__CTRL-007_PASS.cfg
CTRL-007_MISSING.cfg,configs/synthetic/fortios/CTRL-007_MISSING.cfg,fortios,CTRL-007,management.password.strong_policy_enabled,MISSING,be78d2c9f8c5237110ccc413f799bca543a46ee14f739c098c0cdbc900021249,train,fortios::CTRL-007_MISSING.cfg,fortios::CTRL-007,CTRL-007,train/fortios__CTRL-007_MISSING.cfg
CTRL-008_PASS.cfg,configs/synthetic/fortios/CTRL-008_PASS.cfg,fortios,CTRL-008,management.login.max_failed_attempts,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-008_PASS.cfg,fortios::CTRL-008,PASS-pinned,train/fortios__CTRL-008_PASS.cfg
CTRL-008_FAIL.cfg,configs/synthetic/fortios/CTRL-008_FAIL.cfg,fortios,CTRL-008,management.login.max_failed_attempts,FAIL,c507dc8c7f5aaacb3ce4d8b521e143103cdf4dde84f1752794eb8ae30ed2469e,validation,fortios::CTRL-008_FAIL.cfg,fortios::CTRL-008,CTRL-008,validation/fortios__CTRL-008_FAIL.cfg
CTRL-008_MISSING.cfg,configs/synthetic/fortios/CTRL-008_MISSING.cfg,fortios,CTRL-008,management.login.max_failed_attempts,MISSING,059f4a9296a39b721d0be89c54330c48795b65064d2ae8b60af084f64132141f,validation,fortios::CTRL-008_MISSING.cfg,fortios::CTRL-008,CTRL-008,validation/fortios__CTRL-008_MISSING.cfg
CTRL-009_PASS.cfg,configs/synthetic/fortios/CTRL-009_PASS.cfg,fortios,CTRL-009,management.logging.enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-009_PASS.cfg,fortios::CTRL-009,PASS-pinned,train/fortios__CTRL-009_PASS.cfg
